cgpa,department,programming_skill_score,problem_solving_score,database_skill_score,coding_contest_rating,coding_contest_platform,internships_count,hackathons_participated,freelance_experience,certifications_count,projects_count,github_repos,communication_skill_score,teamwork_score,learning_consistency_score,aptitude_test_score,mock_interview_score,resume_quality_score,leadership_score,extracurricular_score,presentation_skill_score,employability_score,placement_status
3.07,CSE,68,67,68,1261,HackerRank,1,3,0,2,2,8,60,52,63,76,68,61,51,53,62,64.93,1
3.07,CSE,79,67,69,1337,Codeforces,3,1,1,4,2,9,64,46,66,59,58,100,43,22,52,65.09,1
3.62,CSE,97,91,69,1910,LeetCode,2,4,1,1,5,20,83,71,95,97,87,100,70,71,71,88.68,1
2.74,CSE,59,48,49,1020,HackerRank,2,1,1,1,3,12,40,42,42,49,53,88,22,21,41,48.79,0
3.29,CSE,68,57,59,1559,Codeforces,1,3,1,2,3,15,51,47,61,65,56,85,43,45,55,59.87,1
3.41,CSE,90,88,85,1564,LeetCode,3,4,0,2,4,18,78,77,89,88,81,100,68,83,77,84.79,1
2,CSE,14,11,1,272,HackerRank,1,0,0,0,1,3,9,3,12,5,6,35,0,0,16,7.78,0
2.37,CSE,26,22,14,243,CodeChef,0,0,0,0,0,1,23,22,14,18,14,19,9,5,14,15.57,0
2.1,CSE,43,26,29,958,HackerRank,0,2,0,2,2,7,29,11,30,34,26,49,12,34,19,26.69,1
2.62,CSE,49,46,34,697,CodeChef,0,2,0,4,1,4,34,32,31,42,30,43,29,32,24,33.38,0
2.37,English,14,9,1,0,HackerRank,0,2,0,0,1,4,26,25,13,5,11,20,23,33,11,13.45,0
2.29,CSE,26,19,13,289,CodeChef,0,0,0,0,0,0,21,5,28,13,12,9,6,2,21,12.75,0
3.78,CSE,94,90,78,1848,Codeforces,2,3,0,5,4,18,74,56,78,80,83,100,76,55,71,82.93,1
2.39,CSE,35,28,23,477,LeetCode,0,1,1,2,1,4,23,25,27,28,27,46,21,18,30,27.41,0
2.98,EEE,52,46,34,928,CodeChef,3,1,1,1,2,8,43,33,47,48,48,82,39,32,50,50.54,0
3.87,CSE,98,95,95,2481,HackerRank,2,3,1,5,4,17,84,77,98,93,79,100,71,54,87,89.35,1
2.82,CSE,49,59,58,1154,LeetCode,1,0,0,0,0,5,50,50,53,47,45,29,29,0,34,43.81,0
2.95,CSE,49,50,45,949,Codeforces,2,3,0,1,1,6,40,18,37,45,39,59,30,55,36,47.83,0
2.18,CSE,34,17,19,146,HackerRank,1,0,0,0,0,0,19,18,20,26,25,18,18,8,28,19.8,0
3.5,CSE,82,75,67,1882,HackerRank,2,1,0,4,5,19,70,74,73,86,76,100,56,50,75,74.74,1
3.03,CSE,74,77,63,1822,Codeforces,2,3,0,3,3,12,76,54,78,77,68,100,70,58,76,67.74,0
2,EEE,16,27,20,261,Codeforces,2,0,0,0,0,1,14,15,13,15,15,39,12,17,18,19.2,0
3.17,CSE,79,66,60,1522,LeetCode,2,4,1,3,2,9,52,55,64,64,54,81,48,76,55,62.67,1
2.61,B.B.A,41,17,26,553,LeetCode,3,2,0,2,2,9,37,34,32,35,30,93,25,37,39,38.31,0
2.96,CSE,71,59,57,1458,LeetCode,2,2,1,2,4,15,60,49,69,69,63,100,42,38,57,63.16,1
2.66,B.B.A,25,18,25,205,CodeChef,0,0,0,0,0,0,35,34,13,11,29,2,31,6,22,22.4,0
2.34,CSE,41,47,36,856,Codeforces,2,0,1,0,2,7,38,34,35,33,36,67,18,8,39,38.72,0
2,CSE,12,13,14,182,LeetCode,0,0,0,0,1,2,7,6,11,13,10,20,12,0,10,9.17,0
3.6,Civil,90,64,76,1856,LeetCode,1,2,0,4,4,16,89,81,91,88,89,100,80,46,84,78.77,1
2.41,English,8,8,16,293,LeetCode,0,0,1,0,0,0,35,5,19,16,24,9,12,0,31,19.36,0
3.45,EEE,86,78,62,1653,Codeforces,2,3,0,3,3,14,67,67,77,78,75,100,67,51,66,71.76,1
2.89,CSE,62,54,57,1320,HackerRank,1,2,1,0,3,13,55,37,64,67,62,74,39,36,52,58.91,1
3.35,EEE,55,54,57,1367,Codeforces,1,2,0,3,0,3,41,42,73,50,43,43,51,41,40,48.98,0
3.08,CSE,70,68,63,1712,LeetCode,0,3,0,3,4,16,68,48,71,69,60,98,50,53,54,60.32,0
2.45,CSE,39,34,27,712,Codeforces,2,3,1,5,0,0,33,22,44,38,37,60,42,53,35,39.14,0
2.95,CSE,68,59,54,1304,LeetCode,2,2,0,1,2,8,52,58,62,57,63,70,54,39,58,57.37,0
3.88,EEE,80,73,69,1844,CodeChef,1,3,1,2,3,15,71,78,83,86,70,99,53,57,61,76.2,1
2.59,CSE,25,25,23,482,Codeforces,0,0,0,0,2,8,17,9,22,16,18,36,0,3,0,16.93,0
2.95,CSE,63,56,54,1427,Codeforces,1,3,0,4,4,16,59,57,62,62,59,100,64,54,45,55.5,1
3.21,CSE,52,54,47,1034,CodeChef,1,2,1,1,3,15,40,41,38,57,47,78,52,40,51,52.12,0
3.65,Pharmacy,83,80,70,2189,LeetCode,3,5,1,3,4,16,83,83,83,82,80,100,78,88,83,84.14,1
2.42,CSE,25,27,19,806,Codeforces,0,1,0,1,1,7,14,20,37,38,23,41,15,28,19,22.28,0
2.99,CSE,41,46,49,1124,HackerRank,0,1,1,1,1,6,31,30,26,44,40,27,32,28,30,38.87,0
4,CSE,100,95,77,2285,Codeforces,3,2,0,3,5,20,92,76,92,100,90,100,86,50,86,93.01,1
2.87,CSE,45,48,37,1152,HackerRank,0,1,0,3,3,13,46,43,45,47,44,78,56,27,35,41.11,0
2.73,CSE,55,43,46,1201,LeetCode,3,0,0,1,2,7,42,38,36,41,32,76,44,7,26,43.44,0
2.51,EEE,40,33,31,927,Codeforces,0,1,0,3,3,12,19,19,25,32,26,73,20,20,22,26.38,0
3.09,CSE,52,42,31,886,HackerRank,1,3,0,3,3,12,31,42,36,41,29,86,29,44,31,41.72,0
2.22,Pharmacy,24,15,6,501,HackerRank,0,1,0,0,1,3,21,14,25,13,16,27,15,17,18,13.83,0
2.64,CSE,49,50,47,1241,Codeforces,1,2,1,3,4,16,44,38,58,48,49,100,48,40,32,46.51,0
2.46,Pharmacy,31,33,23,815,CodeChef,0,1,1,0,2,5,35,26,31,30,30,29,24,16,37,29.3,0
3.66,CSE,95,84,85,1997,LeetCode,3,3,0,3,3,13,77,71,82,87,78,100,61,66,71,82.98,1
2.41,CSE,31,34,25,977,CodeChef,0,4,1,2,1,6,23,24,22,23,22,40,27,65,24,27.04,0
2.65,CSE,53,50,33,780,HackerRank,1,0,1,3,2,8,36,32,33,34,38,63,21,17,30,39.04,1
2.83,B.B.A,33,40,38,949,Codeforces,1,0,1,2,1,6,57,44,32,31,55,54,45,26,60,42.44,0
2.14,EEE,3,6,2,181,Codeforces,0,0,0,0,0,0,4,2,0,10,6,0,7,17,12,5.25,0
2.54,EEE,27,35,32,578,LeetCode,0,1,0,1,0,3,23,22,19,25,17,13,19,27,32,21.82,0
2.7,CSE,69,67,51,1523,HackerRank,3,4,0,1,2,9,57,58,64,67,66,91,52,72,58,63.33,0
3.14,CSE,72,73,76,1382,CodeChef,2,4,0,5,1,5,45,44,63,68,50,87,57,57,47,61.15,1
3.1,CSE,66,73,75,1666,CodeChef,2,4,0,3,4,16,67,59,65,76,75,100,59,79,76,70.08,1
2.56,CSE,41,38,40,1005,CodeChef,1,1,0,3,1,5,36,32,51,36,41,51,35,19,29,33.92,0
3.89,CSE,97,95,88,1981,HackerRank,1,5,0,2,5,20,98,87,100,100,94,100,85,94,88,93.48,1
2.62,CSE,53,44,43,1320,LeetCode,1,5,0,0,3,12,52,40,58,47,54,72,43,84,52,49.01,1
3.35,CSE,87,76,71,1870,Codeforces,2,3,1,1,4,16,69,55,76,74,70,100,68,55,72,74.3,1
3.48,CSE,76,73,58,1594,CodeChef,3,3,1,2,2,10,59,73,72,78,73,89,70,62,63,72.43,1
3.35,CSE,91,87,71,1961,HackerRank,1,4,1,3,3,14,90,68,87,88,95,84,72,88,79,81.69,1
3.85,CSE,96,100,98,2227,HackerRank,3,4,1,5,4,17,95,81,92,100,95,100,91,71,79,95.98,0
4,EEE,100,90,74,2395,CodeChef,0,4,0,4,3,15,96,83,98,100,100,81,78,77,99,86.04,1
3.27,B.B.A,51,46,45,1174,HackerRank,1,1,0,3,2,9,61,57,41,53,59,85,61,36,65,51.7,1
3.19,CSE,65,57,56,1368,HackerRank,1,3,0,2,2,11,58,34,62,61,55,61,37,65,52,55.82,1
2.5,CSE,26,22,20,581,HackerRank,0,0,0,0,1,3,4,11,17,8,12,18,14,3,16,13.08,0
2.37,CSE,25,37,32,619,LeetCode,1,2,0,1,4,18,27,10,32,39,35,93,16,39,30,32.67,0
3.56,EEE,94,97,87,2274,HackerRank,3,3,0,4,3,14,89,83,93,99,87,100,74,62,84,88.48,1
2.78,CSE,44,41,37,720,HackerRank,1,4,0,4,2,8,20,20,50,43,28,75,44,54,40,36.55,1
3.51,B.B.A,86,79,60,1674,HackerRank,0,5,1,4,2,10,97,84,88,89,87,68,82,90,85,77.39,1
3.65,CSE,92,94,90,2268,HackerRank,2,4,0,4,5,20,93,84,88,95,97,100,90,74,81,90.43,1
3.5,CSE,56,58,54,1194,LeetCode,0,1,1,0,2,10,49,42,59,58,53,48,49,27,44,53.88,0
2.23,CSE,41,47,28,723,LeetCode,1,1,1,0,3,13,31,27,45,46,39,68,24,17,26,36.76,0
3.59,EEE,97,89,63,1932,LeetCode,3,4,1,5,3,14,94,98,99,99,92,100,88,86,80,89.48,1
2.6,B.B.A,55,41,41,883,CodeChef,1,4,0,0,4,13,69,48,54,56,58,79,49,59,43,52.47,1
2.1,English,11,0,6,0,Codeforces,0,0,0,0,1,4,18,12,6,0,10,26,19,0,10,6.6,0
2,EEE,8,7,13,81,CodeChef,0,0,0,0,0,0,3,0,4,7,12,8,6,7,5,6.48,0
3.73,CSE,96,100,92,2090,LeetCode,2,4,1,4,4,17,91,81,99,98,90,100,72,73,84,91.13,1
3.08,B.B.A,54,48,49,979,HackerRank,1,3,0,2,4,16,62,58,46,57,53,95,50,63,57,53.85,1
2.32,CSE,10,4,14,133,CodeChef,0,1,0,0,0,0,11,5,0,3,1,9,0,4,5,7.27,0
3.1,CSE,71,61,70,1540,CodeChef,0,3,0,4,4,14,72,64,61,72,71,89,56,72,66,61.14,1
3.53,B.B.A,72,73,55,1763,HackerRank,2,3,1,3,5,20,80,71,69,72,78,100,71,68,78,76.54,1
3.69,Civil,81,92,72,1947,CodeChef,3,2,1,4,5,20,99,78,92,93,88,100,75,55,94,90.06,1
3.4,Civil,71,67,60,1381,Codeforces,1,4,1,4,4,17,72,59,58,71,72,100,59,76,68,71.04,1
3.2,B.B.A,71,67,69,1845,Codeforces,2,3,1,3,3,12,90,69,63,83,88,100,75,66,76,78.3,1
2.08,English,12,12,22,4,Codeforces,0,1,0,0,0,0,21,14,16,12,22,14,22,10,20,14.21,0
2.96,English,35,38,39,673,CodeChef,0,2,0,2,1,2,45,40,33,36,39,37,44,42,47,36.88,0
3.01,EEE,52,58,59,1248,Codeforces,1,2,0,3,4,15,54,54,49,49,46,100,40,49,47,52.93,1
2.87,Pharmacy,38,37,31,702,CodeChef,2,1,1,4,1,4,46,48,27,34,35,80,32,22,38,42.58,1
2.06,CSE,17,18,6,582,Codeforces,0,1,0,1,0,0,12,2,11,13,14,17,9,15,6,9.88,0
2.38,CSE,42,45,29,645,Codeforces,1,2,0,0,2,8,32,26,36,33,25,60,25,21,26,31.96,0
3.81,CSE,89,90,81,1878,CodeChef,2,5,0,4,5,20,79,84,99,96,85,100,80,89,85,88.11,1
3.11,B.B.A,50,51,47,1104,CodeChef,1,3,0,2,1,7,62,48,54,56,52,53,51,63,62,51.04,1
3.99,EEE,87,80,90,2230,CodeChef,2,1,1,4,4,18,81,72,92,87,89,100,67,49,86,86.03,1
3.26,CSE,76,72,65,1667,CodeChef,2,2,0,4,4,17,58,55,69,67,55,100,53,40,62,64.22,1
4,EEE,100,92,82,2323,HackerRank,2,5,1,2,4,16,93,77,88,93,91,100,78,99,89,93.96,1
2.21,CSE,22,22,21,343,CodeChef,0,1,1,0,2,7,13,7,25,16,23,39,12,5,13,18.81,0
2.48,EEE,32,32,30,602,HackerRank,1,1,1,0,1,4,28,27,33,27,26,40,24,24,25,28.47,1
2.23,English,21,14,14,126,CodeChef,0,0,1,0,1,4,29,24,15,19,17,21,17,0,21,19.64,0
3.22,CSE,73,89,67,1742,LeetCode,1,4,1,3,5,20,77,51,85,81,75,100,67,70,63,75.72,0
2.2,CSE,21,14,31,225,HackerRank,0,1,0,0,2,6,15,0,21,15,9,35,19,19,16,15.85,1
2.08,CSE,22,29,21,714,Codeforces,0,1,0,0,3,12,16,30,23,21,15,54,4,20,19,18.14,0
3.8,Pharmacy,83,83,74,1897,Codeforces,3,4,0,2,3,14,86,72,87,82,84,100,76,86,82,83.6,1
3.05,B.B.A,43,31,35,673,Codeforces,0,1,0,1,3,14,44,55,44,36,39,67,44,35,31,38.15,0
2.42,CSE,21,24,21,495,LeetCode,0,0,0,2,1,3,17,5,15,19,12,31,9,0,5,16.58,1
2.38,CSE,40,35,18,773,Codeforces,0,1,0,0,0,0,30,24,42,27,26,14,31,11,25,24.18,0
2.92,CSE,56,39,54,821,Codeforces,0,1,1,4,1,4,45,44,49,47,45,52,34,23,39,41.77,0
2.43,CSE,10,14,15,320,CodeChef,0,0,0,1,1,5,10,0,16,18,12,33,11,0,7,15.15,0
2,CSE,16,11,9,195,HackerRank,0,0,0,0,0,0,7,0,14,18,16,1,2,0,13,9.52,0
3.14,B.B.A,57,58,55,1121,HackerRank,1,4,1,2,0,2,72,58,53,60,64,37,51,84,67,58.39,1
3.28,EEE,62,55,64,1566,LeetCode,2,0,0,2,2,10,56,49,64,56,58,78,32,8,51,57.04,1
2.69,CSE,27,35,34,603,Codeforces,0,1,1,1,0,2,31,39,37,32,32,23,23,18,24,29.64,0
3.36,CSE,77,67,72,1495,LeetCode,1,2,0,4,4,16,66,64,71,71,68,100,48,34,57,66.53,1
3.84,B.B.A,75,63,71,1591,LeetCode,3,4,1,3,1,4,89,79,74,74,86,89,72,85,91,81.19,0
3.06,CSE,75,71,59,1515,LeetCode,1,1,1,3,3,13,66,52,69,69,59,96,56,28,47,62.78,1
2.17,EEE,29,31,25,562,LeetCode,1,2,0,0,1,5,23,14,27,26,26,39,21,22,23,22.26,0
2.7,B.B.A,35,39,30,771,LeetCode,0,2,0,0,1,3,50,46,20,38,43,26,62,35,52,35.91,0
3.35,Civil,66,68,45,1690,Codeforces,2,1,0,1,3,13,58,49,65,66,70,92,46,35,65,63.16,1
3.06,EEE,66,51,51,844,HackerRank,1,3,0,1,4,13,46,33,50,46,43,85,46,55,42,49.22,1
3.32,CSE,81,79,72,1810,CodeChef,1,5,1,3,5,20,73,67,79,83,89,100,68,88,78,79.6,1
2.33,EEE,20,22,5,407,LeetCode,0,1,0,3,1,2,19,1,13,11,14,42,0,18,11,15.64,1
2,EEE,8,7,9,0,CodeChef,0,1,0,0,0,1,12,1,10,10,2,18,0,0,2,6.75,0
3.04,CSE,55,53,47,1098,LeetCode,0,3,1,0,1,3,46,32,51,49,46,25,30,47,42,47.37,0
2,CSE,25,24,25,615,CodeChef,1,0,0,0,0,0,7,13,16,15,13,32,3,2,2,14.61,0
2.81,CSE,59,51,42,1239,CodeChef,2,2,1,3,3,13,43,48,53,52,43,93,35,45,43,50.16,0
2.95,CSE,68,69,63,1475,CodeChef,2,2,1,3,4,16,61,45,59,59,61,100,44,34,56,62.56,0
3.79,CSE,83,76,67,1746,Codeforces,1,3,0,5,4,18,70,69,78,77,72,100,78,58,65,73.78,1
3.94,EEE,100,85,90,2318,HackerRank,2,4,1,3,3,16,87,83,98,100,94,100,82,82,86,93.43,1
3.54,CSE,73,70,68,1872,HackerRank,2,3,0,3,4,18,73,80,80,80,75,100,63,48,68,73.65,1
3.23,Pharmacy,39,47,21,1073,CodeChef,1,1,0,2,2,8,43,37,35,32,37,70,36,15,24,39.74,0
3.42,CSE,89,79,90,2014,CodeChef,3,4,1,2,4,16,79,68,85,82,75,100,61,83,68,83.76,1
3.42,CSE,100,100,89,2235,Codeforces,2,4,1,4,5,20,94,88,96,96,93,100,88,78,77,90.68,1
3.06,CSE,52,42,39,1061,Codeforces,1,4,1,2,1,7,31,35,55,49,34,55,39,66,40,44.91,0
3.22,CSE,80,70,73,1537,LeetCode,1,2,0,3,3,12,66,60,66,71,75,75,47,30,70,68.13,1
3.35,CSE,69,73,65,1603,HackerRank,3,4,1,1,1,5,65,63,68,71,67,77,56,71,52,71.17,0
2.06,CSE,19,14,11,347,HackerRank,1,0,0,1,0,0,1,0,5,2,3,24,0,7,10,6.86,0
3.3,EEE,64,50,47,1396,CodeChef,3,2,0,2,1,5,38,47,44,49,45,89,35,35,47,54.96,0
2.76,EEE,50,49,42,836,HackerRank,1,0,1,3,2,9,34,39,46,44,38,80,38,6,43,40.57,0
3.65,EEE,87,85,72,1639,LeetCode,3,4,0,5,4,17,78,68,78,83,80,100,78,89,81,82.99,1
3.49,EEE,81,90,79,1818,HackerRank,2,3,1,5,2,11,72,79,82,79,71,100,58,61,76,76.47,1
2.87,CSE,53,41,41,1121,LeetCode,1,3,0,1,2,6,44,37,51,48,43,47,39,58,44,44.39,0
2.83,CSE,58,48,36,991,HackerRank,1,1,0,3,3,11,44,37,43,45,36,81,38,13,41,43.27,0
4,CSE,99,90,85,2292,LeetCode,3,4,0,5,4,17,100,79,100,99,100,100,92,81,90,96.61,1
2,CSE,9,8,8,380,Codeforces,0,0,0,0,2,6,2,1,1,13,4,31,0,0,6,7.69,0
2.35,CSE,46,47,41,815,CodeChef,1,1,1,3,1,4,34,35,48,40,30,62,42,5,31,35.25,0
2,EEE,7,3,0,345,LeetCode,1,0,0,1,0,1,7,2,19,9,2,36,4,3,1,5.9,0
3.22,EEE,71,80,70,1753,CodeChef,1,4,1,2,3,13,71,65,78,80,76,84,71,77,66,71.88,1
2.69,CSE,35,44,37,615,HackerRank,2,2,1,1,3,13,34,26,42,33,32,89,30,48,22,40.87,0
2.64,CSE,38,43,38,985,CodeChef,1,3,0,0,1,4,37,32,35,45,37,36,32,56,32,37.67,0
3.81,CSE,96,91,93,2122,HackerRank,3,4,1,3,4,20,89,75,98,96,92,100,83,82,83,93.24,1
3.42,CSE,88,92,87,2200,LeetCode,3,4,0,2,5,20,85,76,99,89,76,100,73,92,75,83.88,1
2.07,CSE,19,22,14,494,HackerRank,0,0,0,2,0,2,11,0,16,14,9,26,1,14,15,11.17,0
2.32,English,22,25,29,142,LeetCode,0,2,0,2,0,2,50,49,31,26,46,22,36,42,34,30.44,1
3.17,EEE,67,57,54,1349,HackerRank,2,5,1,4,4,19,54,49,62,62,58,100,53,91,57,64.28,1
3.16,CSE,57,44,44,1266,HackerRank,1,2,0,1,1,5,40,34,51,51,43,54,39,41,46,46.27,1
3.36,CSE,80,77,69,1837,CodeChef,3,2,0,3,5,20,84,68,76,84,73,100,70,32,73,80.03,1
2.15,Pharmacy,4,10,10,72,Codeforces,1,1,0,0,0,1,10,18,0,6,5,27,7,9,13,9.38,0
3.35,CSE,74,73,64,1723,LeetCode,2,3,0,3,5,20,62,64,75,70,64,100,54,53,64,67.98,1
3.02,CSE,62,61,65,1417,Codeforces,0,2,0,1,2,11,52,40,61,64,56,38,48,33,62,53.08,1
3.95,CSE,100,90,91,2106,CodeChef,1,4,1,4,4,20,82,94,98,95,81,100,79,84,80,87.15,1
3.49,English,67,63,51,1610,Codeforces,2,4,1,4,2,9,83,81,69,64,76,94,77,78,84,70.28,1
3.31,CSE,97,88,82,2174,HackerRank,1,3,1,3,4,19,84,69,89,95,82,100,83,46,73,81.65,1
3.31,EEE,78,76,71,1680,HackerRank,3,4,1,1,3,12,66,60,72,79,66,100,68,79,57,77.4,1
3.27,CSE,69,70,55,1513,LeetCode,1,3,0,2,2,9,53,70,49,60,49,73,47,39,56,57.01,1
3.11,CSE,55,58,54,950,HackerRank,1,4,1,3,2,7,44,51,56,52,41,68,37,62,44,50.73,1
3.11,EEE,62,57,60,1276,CodeChef,0,3,0,4,3,11,49,61,60,67,50,75,49,50,47,52.17,0
3.86,CSE,96,95,86,2418,HackerRank,3,5,1,4,4,19,86,77,95,100,95,100,91,92,72,93.21,1
3.02,CSE,78,69,63,1610,HackerRank,2,4,1,3,4,17,62,51,71,71,61,100,54,70,64,67.88,0
2,B.B.A,21,18,20,470,CodeChef,1,1,0,3,1,2,31,25,30,21,29,67,21,21,36,23.59,0
2,CSE,16,12,0,0,Codeforces,0,0,0,0,1,3,4,7,1,3,8,32,1,0,10,5.81,0
2.63,B.B.A,34,39,25,508,CodeChef,1,2,0,1,0,1,54,35,35,40,45,34,42,44,39,36.96,1
3.25,CSE,73,68,60,1652,CodeChef,1,1,0,2,4,17,66,65,83,73,73,98,46,33,61,65.1,1
3.18,CSE,65,65,56,1185,CodeChef,3,1,1,2,1,3,53,46,58,61,58,82,43,28,53,61.44,0
2.28,EEE,42,38,31,930,Codeforces,0,2,1,0,2,8,36,32,26,31,24,36,24,38,22,31.49,1
2.9,EEE,48,54,59,1384,Codeforces,0,5,1,2,1,7,44,37,40,44,37,43,51,89,46,44.81,0
3.11,English,45,45,38,552,HackerRank,2,4,1,5,2,8,60,57,42,50,57,97,57,66,60,54.67,0
2.15,CSE,20,14,11,339,Codeforces,0,1,0,0,0,0,5,13,15,15,9,8,3,13,7,10.23,0
3.11,CSE,59,64,50,1118,Codeforces,1,2,0,1,2,9,56,53,60,60,55,55,56,31,51,55.29,0
3.28,CSE,66,61,46,1384,CodeChef,3,2,0,2,4,15,59,39,56,64,58,100,45,51,49,63.14,1
2.32,CSE,33,20,21,822,LeetCode,1,1,0,3,0,1,18,18,25,23,21,44,15,7,20,21.8,1
3.55,CSE,86,92,69,2145,Codeforces,1,3,1,4,4,15,87,71,99,94,98,100,69,57,87,84.89,1
3.99,CSE,98,85,86,2066,HackerRank,0,4,1,4,3,14,81,76,92,92,85,89,81,80,79,83.53,1
3.48,CSE,68,73,71,1842,LeetCode,2,4,1,4,4,17,80,61,64,71,74,100,67,90,71,76.5,1
3.68,Civil,82,80,78,2105,LeetCode,3,2,0,5,4,16,86,81,74,87,86,100,89,44,78,84.22,1
3.36,Pharmacy,90,83,71,1988,HackerRank,3,4,1,5,3,15,80,75,86,78,80,100,81,77,65,80.87,1
3.47,Pharmacy,95,85,80,2241,LeetCode,3,1,1,4,5,20,86,82,85,81,85,100,69,46,83,84.19,1
4,CSE,99,100,82,1887,CodeChef,2,3,0,4,5,20,100,87,95,100,93,100,97,79,75,93.5,1
3.28,CSE,71,56,70,1600,HackerRank,2,1,0,3,4,16,54,45,65,69,55,100,46,30,52,62.05,1
2.33,English,22,6,21,108,Codeforces,0,2,0,0,1,3,30,18,16,13,28,21,20,28,23,19.62,0
3.17,CSE,90,81,70,1818,CodeChef,3,3,1,5,2,12,75,72,84,84,75,100,67,59,59,78.51,1
4,CSE,100,87,76,2260,LeetCode,3,4,0,3,5,20,100,72,100,100,96,100,79,69,85,95.87,1
2.63,CSE,36,26,18,1075,HackerRank,1,2,0,2,3,11,23,15,25,34,24,71,18,42,21,30.76,0
3.37,B.B.A,60,59,52,1334,LeetCode,1,1,1,4,1,5,69,58,61,61,56,71,67,30,68,59.16,1
2.93,CSE,46,44,40,848,LeetCode,0,2,1,1,0,3,36,23,37,37,44,17,21,36,46,37.44,0
3.98,CSE,98,97,85,2158,LeetCode,3,4,1,4,4,18,84,81,93,90,87,100,69,73,81,93.17,1
3.8,CSE,93,88,76,1857,Codeforces,2,3,0,3,4,16,89,67,91,89,85,100,86,61,69,85.08,1
2.78,CSE,44,39,52,1300,HackerRank,1,1,0,2,1,3,40,30,46,46,38,45,36,20,28,41.25,0
2.34,CSE,21,21,20,549,LeetCode,1,1,0,0,0,1,10,2,21,15,13,25,6,9,14,17.22,0
2.24,B.B.A,17,22,13,505,CodeChef,0,0,0,1,1,4,29,27,20,16,22,28,24,6,28,17.87,0
3.16,CSE,58,62,55,1399,HackerRank,0,3,1,2,2,9,44,52,52,53,45,58,41,57,40,48.62,0
2.05,CSE,28,22,17,520,CodeChef,0,0,1,2,1,2,4,20,17,13,10,38,0,0,9,11.62,0
2.05,EEE,16,23,17,31,Codeforces,0,0,0,2,0,0,1,5,9,6,11,23,3,0,0,7.17,0
3.17,Pharmacy,45,64,53,1065,HackerRank,1,3,1,2,2,9,51,46,50,47,47,72,51,58,53,52.2,0
3.59,CSE,93,92,75,1729,Codeforces,1,4,1,3,5,20,76,73,84,83,77,100,68,75,73,80.1,1
3.37,CSE,73,65,62,1771,LeetCode,1,3,0,3,4,16,67,46,75,65,62,100,55,56,46,65.72,0
4,EEE,99,94,93,1884,HackerRank,2,5,1,3,3,12,91,81,87,95,93,94,86,100,71,93.85,1
3.97,CSE,98,100,76,2070,CodeChef,3,5,1,2,4,19,99,87,88,97,96,100,76,92,78,99.35,1
2.28,Civil,10,14,0,259,LeetCode,0,0,0,2,1,2,19,0,11,5,8,27,5,6,8,9.78,0
2.31,CSE,31,28,32,621,Codeforces,0,1,0,2,1,5,16,11,26,32,24,35,14,17,15,22.68,1
3.38,B.B.A,66,69,65,1540,Codeforces,0,1,0,2,2,10,72,82,71,75,71,64,54,33,63,62.06,1
2.45,CSE,47,43,45,945,CodeChef,0,0,0,1,3,11,34,27,44,41,32,56,38,8,40,33.04,0
3.54,EEE,88,81,78,1685,HackerRank,1,5,1,1,3,11,75,73,78,88,74,81,75,92,78,78.59,1
2.98,CSE,70,64,60,1364,Codeforces,3,2,0,0,3,10,55,49,65,63,66,97,63,38,63,62.66,0
2.75,CSE,57,54,61,1130,Codeforces,1,1,0,2,3,14,60,48,53,58,57,88,45,40,40,52.04,0
3.14,English,44,34,34,783,LeetCode,0,2,0,0,3,12,49,50,36,40,42,53,44,51,43,41.23,0
2,CSE,24,15,35,558,LeetCode,0,2,0,1,0,2,12,18,21,21,18,16,13,29,6,15.88,0
2.63,CSE,38,27,39,822,HackerRank,0,1,0,1,1,4,22,22,36,31,26,27,23,16,27,26.88,0
2.87,CSE,60,64,56,1340,HackerRank,1,3,0,3,3,11,56,44,60,71,62,94,48,49,40,57.43,1
2.86,CSE,61,60,55,1245,CodeChef,3,2,0,4,1,5,56,52,57,59,53,87,51,30,40,55.37,1
2,English,5,0,0,154,Codeforces,0,1,0,0,0,0,11,12,0,0,0,6,10,14,7,3.69,0
3.09,CSE,68,69,58,1649,CodeChef,2,3,1,4,4,17,64,69,67,68,62,100,57,55,50,66.14,0
2,Civil,0,4,0,47,CodeChef,0,0,0,0,0,0,4,2,8,0,3,6,0,9,0,0.56,0
3.87,CSE,98,91,86,1960,LeetCode,2,3,1,2,3,15,93,81,90,90,88,98,82,63,85,88.81,1
2.51,CSE,24,29,28,460,HackerRank,0,1,0,0,3,10,23,28,17,26,20,59,10,15,27,26.32,0
3.56,CSE,74,76,73,1428,HackerRank,2,4,0,3,4,15,71,65,82,65,63,100,57,69,62,72.29,1
3.78,CSE,100,95,84,2161,Codeforces,2,5,1,2,2,10,89,70,98,95,86,84,88,100,92,90.95,1
3.98,CSE,94,84,76,1972,HackerRank,2,4,1,4,5,20,82,74,86,94,88,100,75,77,80,90.74,1
2.12,Pharmacy,10,2,15,0,Codeforces,0,0,0,0,1,2,1,13,0,1,6,25,4,9,4,4.42,0
3.75,Pharmacy,80,74,70,1763,HackerRank,3,3,0,4,4,16,78,89,74,82,81,100,81,52,82,82.44,1
2.07,CSE,34,31,29,834,Codeforces,0,3,0,2,2,7,24,8,19,22,21,52,23,57,11,21.74,0
3.7,English,68,68,76,1548,LeetCode,1,3,1,4,3,13,85,67,81,80,73,89,86,71,78,75.44,1
